sample_id,source_sample_id,true_label,dm,flux_density,width,arrival_time,sweep_contained,peak_sigma,peak_time_s
sample_001164,rfi_00164,RFI,,,,,,107.65,0.63308
sample_001165,rfi_00165,RFI,,,,,,4.16,0.74711
sample_001166,rfi_00166,RFI,,,,,,325.93,0.93585
sample_001167,rfi_00167,RFI,,,,,,3.64,0.1042
sample_001168,rfi_00168,RFI,,,,,,5.25,1.44703
sample_001169,rfi_00169,RFI,,,,,,90.93,0.38928
sample_001170,rfi_00170,RFI,,,,,,4.35,0.5623
sample_001171,rfi_00171,RFI,,,,,,211.57,0.4404
sample_001172,rfi_00172,RFI,,,,,,1.38,0.5505
sample_001173,rfi_00173,RFI,,,,,,363.64,0.51511
sample_001174,rfi_00174,RFI,,,,,,233.48,0.74514
sample_001175,rfi_00175,RFI,,,,,,184.19,0.8867
sample_001176,rfi_00176,RFI,,,,,,4.18,1.15114
sample_001177,rfi_00177,RFI,,,,,,88.66,0.76579
sample_001178,rfi_00178,RFI,,,,,,4.28,1.22585
sample_001179,rfi_00179,RFI,,,,,,4.08,0.3942
sample_001180,rfi_00180,RFI,,,,,,4.48,0.47677
sample_001181,rfi_00181,RFI,,,,,,4.9,0.05505
sample_001182,rfi_00182,RFI,,,,,,4.47,0.16712
sample_001183,rfi_00183,RFI,,,,,,4.18,0.25264
sample_001184,rfi_00184,RFI,,,,,,199.79,0.93782
sample_001185,rfi_00185,RFI,,,,,,8.04,1.63185
sample_001186,rfi_00186,RFI,,,,,,5.23,1.00073
sample_001187,rfi_00187,RFI,,,,,,4.3,0.02359
sample_001188,rfi_00188,RFI,,,,,,4.72,0.03342
sample_001189,rfi_00189,RFI,,,,,,4.27,1.28483
sample_001190,rfi_00190,RFI,,,,,,4.2,0.51708
sample_001191,rfi_00191,RFI,,,,,,21.08,1.05284
sample_001192,rfi_00192,RFI,,,,,,4.69,1.5247
sample_001193,rfi_00193,RFI,,,,,,4.14,1.71246
sample_001194,rfi_00194,RFI,,,,,,4.99,0.61342
sample_001195,rfi_00195,RFI,,,,,,4.36,0.03342
sample_001196,rfi_00196,RFI,,,,,,5.08,1.0086
sample_001197,rfi_00197,RFI,,,,,,7.36,0.00885
sample_001198,rfi_00198,RFI,,,,,,3.16,0.59277
sample_001199,rfi_00199,RFI,,,,,,4.16,0.96338
sample_001200,rfi_00200,RFI,,,,,,6.32,1.17965
sample_001201,rfi_00201,RFI,,,,,,22.81,1.73801
sample_001202,rfi_00202,RFI,,,,,,4.03,0.42861
sample_001203,rfi_00203,RFI,,,,,,4.23,1.13541
sample_001204,rfi_00204,RFI,,,,,,3.73,0.63799
sample_001205,rfi_00205,RFI,,,,,,4.51,0.19956
sample_001206,rfi_00206,RFI,,,,,,125.64,0.49938
sample_001207,rfi_00207,RFI,,,,,,4.16,0.49349
sample_001208,rfi_00208,RFI,,,,,,4.03,0.46006
sample_001209,rfi_00209,RFI,,,,,,5.71,0.93684
sample_001210,rfi_00210,RFI,,,,,,3.52,0.08356
sample_001211,rfi_00211,RFI,,,,,,4.32,0.0983
sample_001212,rfi_00212,RFI,,,,,,56.21,0.42172
sample_001213,rfi_00213,RFI,,,,,,5.37,0.32735
sample_001214,rfi_00214,RFI,,,,,,5.0,1.10494
sample_001215,rfi_00215,RFI,,,,,,4.01,0.72352
sample_001216,rfi_00216,RFI,,,,,,5.08,0.11403
sample_001217,rfi_00217,RFI,,,,,,10.21,0.51905
sample_001218,rfi_00218,RFI,,,,,,5.5,0.90341
sample_001219,rfi_00219,RFI,,,,,,4.48,0.31752
sample_001220,rfi_00220,RFI,,,,,,3.59,0.57901
sample_001221,rfi_00221,RFI,,,,,,2.25,0.85328
sample_001222,rfi_00222,RFI,,,,,,1.83,0.9447
sample_001223,rfi_00223,RFI,,,,,,4.26,0.10813
sample_001224,rfi_00224,RFI,,,,,,4.15,0.89358
sample_001225,rfi_00225,RFI,,,,,,23.0,0.83165
sample_001226,rfi_00226,RFI,,,,,,4.48,0.37257
sample_001227,rfi_00227,RFI,,,,,,1.59,1.46473
sample_001228,rfi_00228,RFI,,,,,,3.9,0.5564
sample_001229,rfi_00229,RFI,,,,,,59.29,1.30941
sample_001230,rfi_00230,RFI,,,,,,4.29,0.5564
sample_001231,rfi_00231,RFI,,,,,,20.63,0.00393
sample_001232,rfi_00232,RFI,,,,,,4.25,1.61907
sample_001233,rfi_00233,RFI,,,,,,4.24,0.29098
sample_001234,rfi_00234,RFI,,,,,,14.67,0.75203
sample_001235,rfi_00235,RFI,,,,,,1.26,0.41386
sample_001236,rfi_00236,RFI,,,,,,4.74,1.11575
sample_001237,rfi_00237,RFI,,,,,,24.91,1.46866
sample_001238,rfi_00238,RFI,,,,,,5.47,0.42566
sample_001239,rfi_00239,RFI,,,,,,5.37,0.41681
sample_001240,rfi_00240,RFI,,,,,,4.23,0.72057
sample_001241,rfi_00241,RFI,,,,,,4.56,1.4549
sample_001242,rfi_00242,RFI,,,,,,4.44,1.27009
sample_001243,rfi_00243,RFI,,,,,,8.09,0.06488
sample_001244,rfi_00244,RFI,,,,,,5.04,0.38339
sample_001245,rfi_00245,RFI,,,,,,1.97,1.34676
sample_001246,rfi_00246,RFI,,,,,,4.03,0.68714
sample_001247,rfi_00247,RFI,,,,,,710.14,0.58393
sample_001248,rfi_00248,RFI,,,,,,1.94,1.03514
sample_001249,rfi_00249,RFI,,,,,,4.45,0.07668
sample_001250,rfi_00250,RFI,,,,,,4.47,0.03146
sample_001251,rfi_00251,RFI,,,,,,3.95,1.21405
sample_001252,rfi_00252,RFI,,,,,,5.5,1.73801
sample_001253,rfi_00253,RFI,,,,,,4.15,0.41878
sample_001254,rfi_00254,RFI,,,,,,4.35,0.48759
sample_001255,rfi_00255,RFI,,,,,,4.48,0.57999
sample_001256,rfi_00256,RFI,,,,,,3.1,0.16613
sample_001257,rfi_00257,RFI,,,,,,4.12,0.78643
sample_001258,rfi_00258,RFI,,,,,,4.57,0.02753
sample_001259,rfi_00259,RFI,,,,,,3.94,0.69698
sample_001260,rfi_00260,RFI,,,,,,3.91,1.0204
sample_001261,rfi_00261,RFI,,,,,,3.55,0.54264
sample_001262,rfi_00262,RFI,,,,,,4.76,0.34013
sample_001263,rfi_00263,RFI,,,,,,146.79,1.44802
sample_001264,rfi_00264,RFI,,,,,,4.44,0.85131
sample_001265,rfi_00265,RFI,,,,,,4.41,0.49349
sample_001266,rfi_00266,RFI,,,,,,4.39,0.05308
sample_001267,rfi_00267,RFI,,,,,,5.61,0.81986
sample_001268,rfi_00268,RFI,,,,,,4.12,0.37356
sample_001269,rfi_00269,RFI,,,,,,1.16,0.34996
sample_001270,rfi_00270,RFI,,,,,,4.21,0.1278
sample_001271,rfi_00271,RFI,,,,,,23.15,1.04399
sample_001272,rfi_00272,RFI,,,,,,4.04,1.27894
sample_001273,rfi_00273,RFI,,,,,,232.21,0.91226
sample_001274,rfi_00274,RFI,,,,,,3.99,0.72843
sample_001275,rfi_00275,RFI,,,,,,3.99,1.52863
sample_001276,rfi_00276,RFI,,,,,,4.13,0.86999
sample_001277,rfi_00277,RFI,,,,,,1.34,0.33325
sample_001278,rfi_00278,RFI,,,,,,68.21,1.38707
sample_001279,rfi_00279,RFI,,,,,,4.23,0.07078
sample_001280,rfi_00280,RFI,,,,,,4.96,0.49938
sample_001281,rfi_00281,RFI,,,,,,393.92,0.5564
sample_001282,rfi_00282,RFI,,,,,,32.33,1.62398
sample_001283,rfi_00283,RFI,,,,,,4.49,0.61735
sample_001284,rfi_00284,RFI,,,,,,5.6,1.73408
sample_001285,rfi_00285,RFI,,,,,,4.5,0.29295
sample_001286,rfi_00286,RFI,,,,,,3.96,0.49644
sample_001287,rfi_00287,RFI,,,,,,4.04,0.08454
sample_001288,rfi_00288,RFI,,,,,,4.47,0.11993
sample_001289,rfi_00289,RFI,,,,,,4.11,0.81691
sample_001290,rfi_00290,RFI,,,,,,4.74,0.37356
sample_001291,rfi_00291,RFI,,,,,,4.31,1.47358
sample_001292,rfi_00292,RFI,,,,,,4.15,0.0983
sample_001293,rfi_00293,RFI,,,,,,12.12,1.71737
sample_001294,rfi_00294,RFI,,,,,,4.22,1.12656
sample_001295,rfi_00295,RFI,,,,,,4.21,0.69403
sample_001296,rfi_00296,RFI,,,,,,2.76,1.48439
sample_001297,rfi_00297,RFI,,,,,,2.51,0.20644
sample_001298,rfi_00298,RFI,,,,,,4.28,0.14746
sample_001299,rfi_00299,RFI,,,,,,4.41,1.0204
sample_001300,rfi_00300,RFI,,,,,,5.75,0.62325
sample_001301,rfi_00301,RFI,,,,,,3.89,0.33522
sample_001302,rfi_00302,RFI,,,,,,186.45,1.1305
sample_001303,rfi_00303,RFI,,,,,,26.31,0.35684
sample_001304,rfi_00304,RFI,,,,,,263.61,0.86901
sample_001305,rfi_00305,RFI,,,,,,3.8,0.7884
sample_001306,rfi_00306,RFI,,,,,,68.9,1.03907
sample_001307,rfi_00307,RFI,,,,,,4.17,0.56426
sample_001308,rfi_00308,RFI,,,,,,4.08,1.2229
sample_001309,rfi_00309,RFI,,,,,,242.04,0.82772
sample_001310,rfi_00310,RFI,,,,,,9.86,0.13173
sample_001311,rfi_00311,RFI,,,,,,4.58,0.63898
sample_001312,rfi_00312,RFI,,,,,,4.18,0.55738
sample_001313,rfi_00313,RFI,,,,,,7.83,1.75276
sample_001314,rfi_00314,RFI,,,,,,3.69,0.30081
sample_001315,rfi_00315,RFI,,,,,,3.1,0.81494
sample_001316,rfi_00316,RFI,,,,,,4.41,0.27525
sample_001317,rfi_00317,RFI,,,,,,1.5,0.4925
sample_001318,rfi_00318,RFI,,,,,,4.48,1.58073
sample_001319,rfi_00319,RFI,,,,,,3.97,0.97812
sample_001320,rfi_00320,RFI,,,,,,5.22,0.03342
sample_001321,rfi_00321,RFI,,,,,,52.74,0.21529
sample_001322,rfi_00322,RFI,,,,,,65.38,1.00368
sample_001323,rfi_00323,RFI,,,,,,3.69,0.76874
sample_001324,rfi_00324,RFI,,,,,,5.76,0.18285
sample_001325,rfi_00325,RFI,,,,,,3.94,0.01081
sample_001326,rfi_00326,RFI,,,,,,2.29,0.90145
sample_001327,rfi_00327,RFI,,,,,,4.07,0.15041
sample_001328,rfi_00328,RFI,,,,,,3.67,0.43057
sample_001329,rfi_00329,RFI,,,,,,4.77,0.99779
sample_001330,rfi_00330,RFI,,,,,,4.11,0.71467
sample_001331,rfi_00331,RFI,,,,,,7.61,0.04325
sample_001332,rfi_00332,RFI,,,,,,28.23,1.50602
sample_001333,rfi_00333,RFI,,,,,,167.39,0.63308
sample_001334,rfi_00334,RFI,,,,,,3.78,1.03121
sample_001335,rfi_00335,RFI,,,,,,3.59,0.50528
sample_001336,rfi_00336,RFI,,,,,,4.5,0.73728
sample_001337,rfi_00337,RFI,,,,,,1.86,0.55738
sample_001338,rfi_00338,RFI,,,,,,3.84,0.52789
sample_001339,rfi_00339,RFI,,,,,,3.6,0.43942
sample_001340,rfi_00340,RFI,,,,,,6.72,0.43057
sample_001341,rfi_00341,RFI,,,,,,4.4,0.02753
sample_001342,rfi_00342,RFI,,,,,,4.49,0.52494
sample_001343,rfi_00343,RFI,,,,,,183.13,0.86311
sample_001344,rfi_00344,RFI,,,,,,24.03,1.72425
sample_001345,rfi_00345,RFI,,,,,,4.08,1.49029
sample_001346,rfi_00346,RFI,,,,,,374.81,0.69796
sample_001347,rfi_00347,RFI,,,,,,102.52,0.68223
sample_001348,rfi_00348,RFI,,,,,,3.91,0.13763
sample_001349,rfi_00349,RFI,,,,,,84.34,0.49349
sample_001350,rfi_00350,RFI,,,,,,4.4,0.07078
sample_001351,rfi_00351,RFI,,,,,,4.3,0.40206
sample_001352,rfi_00352,RFI,,,,,,116.64,0.85918
sample_001353,rfi_00353,RFI,,,,,,1.47,0.02753
sample_001354,rfi_00354,RFI,,,,,,3.95,1.1826
sample_001355,rfi_00355,RFI,,,,,,5.15,1.02826
sample_001356,rfi_00356,RFI,,,,,,3.43,0.38044
sample_001357,rfi_00357,RFI,,,,,,6.34,1.25239
sample_001358,rfi_00358,RFI,,,,,,1.32,1.20619
sample_001359,rfi_00359,RFI,,,,,,4.12,0.46006
sample_001360,rfi_00360,RFI,,,,,,4.26,0.31457
sample_001361,rfi_00361,RFI,,,,,,130.76,0.48169
sample_001362,rfi_00362,RFI,,,,,,2.84,0.38928
sample_001363,rfi_00363,RFI,,,,,,3.78,0.0462
sample_001364,rfi_00364,RFI,,,,,,4.0,0.75497
sample_001365,rfi_00365,RFI,,,,,,3.66,0.56623
sample_001366,rfi_00366,RFI,,,,,,4.07,0.65667
sample_001367,rfi_00367,RFI,,,,,,1.23,0.29098
sample_001368,rfi_00368,RFI,,,,,,3.78,0.39125
sample_001369,rfi_00369,RFI,,,,,,41.11,0.24183
sample_001370,rfi_00370,RFI,,,,,,177.77,0.16515
sample_001371,rfi_00371,RFI,,,,,,5.57,1.51683
sample_001372,rfi_00372,RFI,,,,,,4.29,0.69009
sample_001373,rfi_00373,RFI,,,,,,112.72,0.72155
sample_001374,rfi_00374,RFI,,,,,,224.84,0.7943
sample_001375,rfi_00375,RFI,,,,,,17.37,0.22905
sample_001376,rfi_00376,RFI,,,,,,3.68,0.42369
sample_001377,rfi_00377,RFI,,,,,,399.24,1.05972
sample_001378,rfi_00378,RFI,,,,,,480.93,0.76481
sample_001379,rfi_00379,RFI,,,,,,76.85,0.65274
sample_001380,rfi_00380,RFI,,,,,,3.6,1.16392
sample_001381,rfi_00381,RFI,,,,,,1.42,0.1681
sample_001382,rfi_00382,RFI,,,,,,4.32,0.96141
sample_001383,rfi_00383,RFI,,,,,,6.37,0.84247
sample_001384,rfi_00384,RFI,,,,,,1.87,0.1101
sample_001385,rfi_00385,RFI,,,,,,4.57,0.69206
sample_001386,rfi_00386,RFI,,,,,,4.08,0.76972
sample_001387,rfi_00387,RFI,,,,,,4.58,0.29491
sample_001388,rfi_00388,RFI,,,,,,94.5,0.66454
sample_001389,rfi_00389,RFI,,,,,,3.81,1.275
sample_001390,rfi_00390,RFI,,,,,,3.23,0.89162
sample_001391,rfi_00391,RFI,,,,,,4.32,0.03637
sample_001392,rfi_00392,RFI,,,,,,210.14,0.80216
sample_001393,rfi_00393,RFI,,,,,,19.71,0.05308
sample_001394,rfi_00394,RFI,,,,,,1.76,1.48537
sample_001395,rfi_00395,RFI,,,,,,5.09,0.64684
sample_001396,rfi_00396,RFI,,,,,,4.26,0.41091
sample_001397,rfi_00397,RFI,,,,,,4.31,0.75104
sample_001398,rfi_00398,RFI,,,,,,6.16,0.10027
sample_001399,rfi_00399,RFI,,,,,,2.57,0.50037
sample_001400,rfi_00400,RFI,,,,,,3.9,0.14156
sample_001401,rfi_00401,RFI,,,,,,4.0,0.54362
sample_001402,rfi_00402,RFI,,,,,,183.89,0.63701
sample_001403,rfi_00403,RFI,,,,,,5.54,1.15016
sample_001404,rfi_00404,RFI,,,,,,202.25,1.04595
sample_001405,rfi_00405,RFI,,,,,,4.27,0.3362
sample_001406,rfi_00406,RFI,,,,,,101.89,1.08528
sample_001407,rfi_00407,RFI,,,,,,12.18,0.85819
sample_001408,rfi_00408,RFI,,,,,,4.34,0.89457
sample_001409,rfi_00409,RFI,,,,,,3.96,0.31949
sample_001410,rfi_00410,RFI,,,,,,4.5,0.68125
sample_001411,rfi_00411,RFI,,,,,,6.68,0.34308
sample_001412,rfi_00412,RFI,,,,,,1.71,0.73925
sample_001413,rfi_00413,RFI,,,,,,68.39,0.28508
sample_001414,rfi_00414,RFI,,,,,,3.2,0.4925
sample_001415,rfi_00415,RFI,,,,,,9.24,0.21823
sample_001416,rfi_00416,RFI,,,,,,4.96,1.38215
sample_001417,rfi_00417,RFI,,,,,,3.89,0.88179
sample_001418,rfi_00418,RFI,,,,,,4.29,0.2261
sample_001419,rfi_00419,RFI,,,,,,4.42,0.74613
sample_001420,rfi_00420,RFI,,,,,,5.24,0.12681
sample_001421,rfi_00421,RFI,,,,,,4.71,0.10813
sample_001422,rfi_00422,RFI,,,,,,196.92,0.58196
sample_001423,rfi_00423,RFI,,,,,,78.59,0.64487
sample_001424,rfi_00424,RFI,,,,,,3.71,1.12951
sample_001425,rfi_00425,RFI,,,,,,2.75,1.50307
sample_001426,rfi_00426,RFI,,,,,,4.28,0.75596
sample_001427,rfi_00427,RFI,,,,,,3.62,1.14229
sample_001428,rfi_00428,RFI,,,,,,13.54,0.26935
sample_001429,rfi_00429,RFI,,,,,,4.17,0.06685
sample_001430,rfi_00430,RFI,,,,,,5.84,1.39198
sample_001431,rfi_00431,RFI,,,,,,4.5,0.09339
sample_001432,rfi_00432,RFI,,,,,,4.23,0.82575
sample_001433,rfi_00433,RFI,,,,,,4.26,0.06881
sample_001434,rfi_00434,RFI,,,,,,2.42,1.52863
sample_001435,rfi_00435,RFI,,,,,,1.48,0.28705
sample_001436,rfi_00436,RFI,,,,,,3.49,0.07569
sample_001437,rfi_00437,RFI,,,,,,4.88,1.16195
sample_001438,rfi_00438,RFI,,,,,,1.26,0.43745
sample_001439,rfi_00439,RFI,,,,,,3.88,0.30769
sample_001440,rfi_00440,RFI,,,,,,3.95,0.39715
sample_001441,rfi_00441,RFI,,,,,,3.98,0.49152
sample_001442,rfi_00442,RFI,,,,,,2.43,0.10813
sample_001443,rfi_00443,RFI,,,,,,387.72,0.63701
sample_001444,rfi_00444,RFI,,,,,,503.77,0.75301
sample_001445,rfi_00445,RFI,,,,,,1.37,0.82379
sample_001446,rfi_00446,RFI,,,,,,580.46,0.8867
sample_001447,rfi_00447,RFI,,,,,,5.12,0.82182
sample_001448,rfi_00448,RFI,,,,,,2.68,0.30474
sample_001449,rfi_00449,RFI,,,,,,4.36,0.34308
sample_001450,rfi_00450,RFI,,,,,,159.89,0.40305
sample_001451,rfi_00451,RFI,,,,,,4.91,0.19857
sample_001452,rfi_00452,RFI,,,,,,4.14,0.05702
sample_001453,rfi_00453,RFI,,,,,,3.63,0.10519
sample_001454,rfi_00454,RFI,,,,,,3.29,0.3244
sample_001455,rfi_00455,RFI,,,,,,2.53,0.17498
sample_001456,rfi_00456,RFI,,,,,,4.91,0.63701
sample_001457,rfi_00457,RFI,,,,,,4.99,0.93585
sample_001458,rfi_00458,RFI,,,,,,6.82,0.116
sample_001459,rfi_00459,RFI,,,,,,4.29,0.67142
sample_001460,rfi_00460,RFI,,,,,,10.04,0.40501
sample_001461,rfi_00461,RFI,,,,,,4.4,0.40108
sample_001462,rfi_00462,RFI,,,,,,2.52,0.08749
sample_001463,rfi_00463,RFI,,,,,,231.5,0.59179
sample_001464,rfi_00464,RFI,,,,,,3.41,0.90341
sample_001465,rfi_00465,RFI,,,,,,11.51,0.85721
sample_001466,rfi_00466,RFI,,,,,,2.23,0.40993
sample_001467,rfi_00467,RFI,,,,,,4.09,0.88769
sample_001468,rfi_00468,RFI,,,,,,2.09,0.96535
sample_001469,rfi_00469,RFI,,,,,,5.21,0.21037
sample_001470,rfi_00470,RFI,,,,,,4.34,0.34996
sample_001471,rfi_00471,RFI,,,,,,3.59,1.02531
sample_001472,rfi_00472,RFI,,,,,,160.21,0.24773
sample_001473,rfi_00473,RFI,,,,,,4.67,0.03146
sample_001474,rfi_00474,RFI,,,,,,257.79,0.52101
sample_001475,rfi_00475,RFI,,,,,,3.86,0.70975
sample_001476,rfi_00476,RFI,,,,,,5.22,1.03121
sample_001477,rfi_00477,RFI,,,,,,3.58,0.51413
sample_001478,rfi_00478,RFI,,,,,,4.05,0.24183
sample_001479,rfi_00479,RFI,,,,,,4.26,0.39125
sample_001480,rfi_00480,RFI,,,,,,5.66,0.33423
sample_001481,rfi_00481,RFI,,,,,,6.59,0.66552
sample_001482,rfi_00482,RFI,,,,,,3.84,0.45908
sample_001483,rfi_00483,RFI,,,,,,4.8,1.5129
sample_001484,rfi_00484,RFI,,,,,,4.34,0.12288
sample_001485,rfi_00485,RFI,,,,,,273.8,0.82379
sample_001486,rfi_00486,RFI,,,,,,329.68,0.96141
sample_001487,rfi_00487,RFI,,,,,,204.67,1.14229
sample_001488,rfi_00488,RFI,,,,,,1.33,0.28803
sample_001489,rfi_00489,RFI,,,,,,3.01,0.53772
sample_001490,rfi_00490,RFI,,,,,,4.02,0.64487
sample_001491,rfi_00491,RFI,,,,,,3.66,0.53969
sample_001492,rfi_00492,RFI,,,,,,5.13,0.40796
sample_001493,rfi_00493,RFI,,,,,,8.54,1.11378
sample_001494,rfi_00494,RFI,,,,,,9.61,0.53084
sample_001495,rfi_00495,RFI,,,,,,4.56,0.7825
sample_001496,rfi_00496,RFI,,,,,,4.59,0.80413
sample_001497,rfi_00497,RFI,,,,,,5.6,1.19833
sample_001498,rfi_00498,RFI,,,,,,2.71,1.32022
sample_001499,rfi_00499,RFI,,,,,,455.42,0.98697
sample_001500,rfi_00500,RFI,,,,,,4.36,0.23396
sample_001501,rfi_00501,RFI,,,,,,1.29,1.08134
sample_001502,rfi_00502,RFI,,,,,,3.52,0.24871
sample_001503,rfi_00503,RFI,,,,,,4.66,0.02359
sample_001504,rfi_00504,RFI,,,,,,1.17,0.41484
sample_001505,rfi_00505,RFI,,,,,,4.75,0.25559
sample_001506,rfi_00506,RFI,,,,,,45.38,0.3421
sample_001507,rfi_00507,RFI,,,,,,5.72,0.06291
sample_001508,rfi_00508,RFI,,,,,,3.87,0.0639
sample_001509,rfi_00509,RFI,,,,,,22.23,0.6547
sample_001510,rfi_00510,RFI,,,,,,5.42,0.19169
sample_001511,rfi_00511,RFI,,,,,,366.26,0.84935
sample_001512,rfi_00512,RFI,,,,,,3.89,0.15041
sample_001513,rfi_00513,RFI,,,,,,2.24,0.39715
sample_001514,rfi_00514,RFI,,,,,,308.39,0.62718
sample_001515,rfi_00515,RFI,,,,,,167.86,0.78447
sample_001516,rfi_00516,RFI,,,,,,4.09,1.58171
sample_001517,rfi_00517,RFI,,,,,,2.58,0.4404
sample_001518,rfi_00518,RFI,,,,,,2.92,0.16122
sample_001519,rfi_00519,RFI,,,,,,4.33,0.19857
sample_001520,rfi_00520,RFI,,,,,,1.94,0.54559
sample_001521,rfi_00521,RFI,,,,,,493.51,0.73138
sample_001522,rfi_00522,RFI,,,,,,11.85,0.43057
sample_001523,rfi_00523,RFI,,,,,,111.12,0.28508
sample_001524,rfi_00524,RFI,,,,,,184.13,0.87097
sample_001525,rfi_00525,RFI,,,,,,3.2,0.32735
sample_001526,rfi_00526,RFI,,,,,,4.29,0.79823
sample_001527,rfi_00527,RFI,,,,,,2.58,1.47161
sample_001528,rfi_00528,RFI,,,,,,8.19,0.96829
sample_001529,rfi_00529,RFI,,,,,,4.37,0.34013
sample_001530,rfi_00530,RFI,,,,,,4.55,0.42762
sample_001531,rfi_00531,RFI,,,,,,5.4,0.77169
sample_001532,rfi_00532,RFI,,,,,,89.43,0.96731
sample_001533,rfi_00533,RFI,,,,,,2.29,0.0403
sample_001534,rfi_00534,RFI,,,,,,4.26,0.76677
sample_001535,rfi_00535,RFI,,,,,,4.46,0.21332
sample_001536,rfi_00536,RFI,,,,,,82.06,0.94962
sample_001537,rfi_00537,RFI,,,,,,4.1,1.03612
sample_001538,rfi_00538,RFI,,,,,,4.27,0.02163
sample_001539,rfi_00539,RFI,,,,,,5.45,0.77169
sample_001540,rfi_00540,RFI,,,,,,2.8,0.65176
sample_001541,rfi_00541,RFI,,,,,,6.69,0.41878
sample_001542,rfi_00542,RFI,,,,,,4.5,0.01475
sample_001543,rfi_00543,RFI,,,,,,4.32,0.62816
sample_001544,rfi_00544,RFI,,,,,,384.1,0.75694
sample_001545,rfi_00545,RFI,,,,,,3.4,0.97616
sample_001546,rfi_00546,RFI,,,,,,4.69,0.27427
sample_001547,rfi_00547,RFI,,,,,,176.88,0.73925
sample_001548,rfi_00548,RFI,,,,,,13.41,1.44703
sample_001549,rfi_00549,RFI,,,,,,4.35,0.23396
sample_001550,rfi_00550,RFI,,,,,,4.29,0.54166
sample_001551,rfi_00551,RFI,,,,,,100.33,0.39322
sample_001552,rfi_00552,RFI,,,,,,9.65,1.70066
sample_001553,rfi_00553,RFI,,,,,,2.58,1.15114
sample_001554,rfi_00554,RFI,,,,,,2.6,1.37036
sample_001555,rfi_00555,RFI,,,,,,1.39,0.87491
sample_001556,rfi_00556,RFI,,,,,,5.2,0.11305
sample_001557,rfi_00557,RFI,,,,,,252.18,0.49545
sample_001558,rfi_00558,RFI,,,,,,1.36,0.1278
sample_001559,rfi_00559,RFI,,,,,,2.76,0.19857
sample_001560,rfi_00560,RFI,,,,,,4.21,0.89162
sample_001561,rfi_00561,RFI,,,,,,1.75,0.60555
sample_001562,rfi_00562,RFI,,,,,,4.16,0.57999
sample_001563,rfi_00563,RFI,,,,,,4.21,0.27329
sample_001564,rfi_00564,RFI,,,,,,4.22,0.36962
sample_001565,rfi_00565,RFI,,,,,,4.8,0.81101
sample_001566,rfi_00566,RFI,,,,,,246.95,0.72155
sample_001567,rfi_00567,RFI,,,,,,3.87,0.42172
sample_001568,rfi_00568,RFI,,,,,,15.55,0.26149
sample_001569,rfi_00569,RFI,,,,,,41.57,0.64782
sample_001570,rfi_00570,RFI,,,,,,6.16,0.06095
sample_001571,rfi_00571,RFI,,,,,,1.8,1.30744
sample_001572,rfi_00572,RFI,,,,,,4.25,0.9388
sample_001573,rfi_00573,RFI,,,,,,15.56,0.98697
sample_001574,rfi_00574,RFI,,,,,,4.9,0.90046
sample_001575,rfi_00575,RFI,,,,,,4.7,0.70582
sample_001576,rfi_00576,RFI,,,,,,3.27,0.4925
sample_001577,rfi_00577,RFI,,,,,,120.87,1.33104
sample_001578,rfi_00578,RFI,,,,,,4.05,1.2868
sample_001579,rfi_00579,RFI,,,,,,9.66,0.81986
sample_001580,rfi_00580,RFI,,,,,,4.02,0.55837
sample_001581,rfi_00581,RFI,,,,,,4.11,1.45293
sample_001582,rfi_00582,RFI,,,,,,13.22,0.95551
sample_001583,rfi_00583,RFI,,,,,,4.0,1.28483
sample_001584,rfi_00584,RFI,,,,,,249.5,1.13246
sample_001585,rfi_00585,RFI,,,,,,9.2,0.03146
sample_001586,rfi_00586,RFI,,,,,,3.91,0.22118
sample_001587,rfi_00587,RFI,,,,,,5.2,0.39322
sample_001588,rfi_00588,RFI,,,,,,4.52,0.43647
sample_001589,rfi_00589,RFI,,,,,,4.5,0.1622
sample_001590,rfi_00590,RFI,,,,,,6.16,0.84148
sample_001591,rfi_00591,RFI,,,,,,3.95,0.97518
sample_001592,rfi_00592,RFI,,,,,,7.91,1.28385
sample_001593,rfi_00593,RFI,,,,,,4.41,0.69894
sample_001594,rfi_00594,RFI,,,,,,64.83,1.12656
sample_001595,rfi_00595,RFI,,,,,,21.22,0.37945
sample_001596,rfi_00596,RFI,,,,,,3.99,0.5623
sample_001597,rfi_00597,RFI,,,,,,87.23,0.82379
sample_001598,rfi_00598,RFI,,,,,,1.69,1.681
sample_001599,rfi_00599,RFI,,,,,,5.46,0.76087
sample_001600,rfi_00600,RFI,,,,,,226.45,0.8985
sample_001601,rfi_00601,RFI,,,,,,260.45,0.57016
sample_001602,rfi_00602,RFI,,,,,,8.17,0.08651
sample_001603,rfi_00603,RFI,,,,,,4.4,0.67338
sample_001604,rfi_00604,RFI,,,,,,9.92,0.74711
sample_001605,rfi_00605,RFI,,,,,,25.28,0.16712
sample_001606,rfi_00606,RFI,,,,,,43.87,1.47161
sample_001607,rfi_00607,RFI,,,,,,5.29,0.68223
sample_001608,rfi_00608,RFI,,,,,,4.67,0.03539
sample_001609,rfi_00609,RFI,,,,,,1.26,0.12976
sample_001610,rfi_00610,RFI,,,,,,5.64,0.84935
sample_001611,rfi_00611,RFI,,,,,,9.62,0.54166
sample_001612,rfi_00612,RFI,,,,,,113.21,0.86901
sample_001613,rfi_00613,RFI,,,,,,4.57,0.03736
