sample_id,label,fits_path,seed,arrival_time,reference_frequency,flux_density,dm_index,width,dm,profile_type,rfi_types
rfi_00406,RFI,dataset/fits/rfi/rfi_00406.fits,153351464,,,,,,,,wifi_multiband
rfi_00407,RFI,dataset/fits/rfi/rfi_00407.fits,128071720,,,,,,,,wifi_multiband
rfi_00408,RFI,dataset/fits/rfi/rfi_00408.fits,356316469,,,,,,,,satellite_like_inband
rfi_00409,RFI,dataset/fits/rfi/rfi_00409.fits,1702156884,,,,,,,,satellite_like_inband
rfi_00410,RFI,dataset/fits/rfi/rfi_00410.fits,660591330,,,,,,,,impulsive_broadband
rfi_00411,RFI,dataset/fits/rfi/rfi_00411.fits,1277847336,,,,,,,,wifi_multiband
rfi_00412,RFI,dataset/fits/rfi/rfi_00412.fits,1608374464,,,,,,,,persistent_narrowband
rfi_00413,RFI,dataset/fits/rfi/rfi_00413.fits,1770042565,,,,,,,,wifi_multiband
rfi_00414,RFI,dataset/fits/rfi/rfi_00414.fits,1222362824,,,,,,,,impulsive_broadband
rfi_00415,RFI,dataset/fits/rfi/rfi_00415.fits,1978245900,,,,,,,,impulsive_broadband
rfi_00416,RFI,dataset/fits/rfi/rfi_00416.fits,619786527,,,,,,,,satellite_like_inband
rfi_00417,RFI,dataset/fits/rfi/rfi_00417.fits,943074860,,,,,,,,impulsive_broadband
rfi_00418,RFI,dataset/fits/rfi/rfi_00418.fits,267047442,,,,,,,,satellite_like_inband
rfi_00419,RFI,dataset/fits/rfi/rfi_00419.fits,1006521218,,,,,,,,satellite_like_inband
rfi_00420,RFI,dataset/fits/rfi/rfi_00420.fits,1478924732,,,,,,,,impulsive_broadband
rfi_00421,RFI,dataset/fits/rfi/rfi_00421.fits,653030851,,,,,,,,satellite_like_inband
rfi_00422,RFI,dataset/fits/rfi/rfi_00422.fits,1502666641,,,,,,,,wifi_multiband
rfi_00423,RFI,dataset/fits/rfi/rfi_00423.fits,864380463,,,,,,,,wifi_multiband
rfi_00424,RFI,dataset/fits/rfi/rfi_00424.fits,2024381813,,,,,,,,point_to_point_microwave
rfi_00425,RFI,dataset/fits/rfi/rfi_00425.fits,584644243,,,,,,,,persistent_narrowband
rfi_00426,RFI,dataset/fits/rfi/rfi_00426.fits,1074755822,,,,,,,,wifi_multiband
rfi_00427,RFI,dataset/fits/rfi/rfi_00427.fits,1159601584,,,,,,,,persistent_narrowband
rfi_00428,RFI,dataset/fits/rfi/rfi_00428.fits,1060417159,,,,,,,,impulsive_broadband
rfi_00429,RFI,dataset/fits/rfi/rfi_00429.fits,940080013,,,,,,,,point_to_point_microwave
rfi_00430,RFI,dataset/fits/rfi/rfi_00430.fits,172747565,,,,,,,,satellite_like_inband
rfi_00431,RFI,dataset/fits/rfi/rfi_00431.fits,1284273956,,,,,,,,satellite_like_inband
rfi_00432,RFI,dataset/fits/rfi/rfi_00432.fits,85600383,,,,,,,,impulsive_broadband
rfi_00433,RFI,dataset/fits/rfi/rfi_00433.fits,1910021119,,,,,,,,satellite_like_inband
rfi_00434,RFI,dataset/fits/rfi/rfi_00434.fits,927774496,,,,,,,,persistent_narrowband
rfi_00435,RFI,dataset/fits/rfi/rfi_00435.fits,1577399599,,,,,,,,persistent_narrowband
rfi_00436,RFI,dataset/fits/rfi/rfi_00436.fits,692180324,,,,,,,,point_to_point_microwave
rfi_00437,RFI,dataset/fits/rfi/rfi_00437.fits,1296465183,,,,,,,,impulsive_broadband
rfi_00438,RFI,dataset/fits/rfi/rfi_00438.fits,537660984,,,,,,,,persistent_narrowband
rfi_00439,RFI,dataset/fits/rfi/rfi_00439.fits,55544441,,,,,,,,point_to_point_microwave
rfi_00440,RFI,dataset/fits/rfi/rfi_00440.fits,196122999,,,,,,,,satellite_like_inband
rfi_00441,RFI,dataset/fits/rfi/rfi_00441.fits,491611440,,,,,,,,satellite_like_inband
rfi_00442,RFI,dataset/fits/rfi/rfi_00442.fits,2065688353,,,,,,,,persistent_narrowband
rfi_00443,RFI,dataset/fits/rfi/rfi_00443.fits,1448044716,,,,,,,,wifi_multiband
rfi_00444,RFI,dataset/fits/rfi/rfi_00444.fits,1795207452,,,,,,,,wifi_multiband
rfi_00445,RFI,dataset/fits/rfi/rfi_00445.fits,1847945910,,,,,,,,persistent_narrowband
rfi_00446,RFI,dataset/fits/rfi/rfi_00446.fits,1235230679,,,,,,,,wifi_multiband
rfi_00447,RFI,dataset/fits/rfi/rfi_00447.fits,1260836896,,,,,,,,impulsive_broadband
rfi_00448,RFI,dataset/fits/rfi/rfi_00448.fits,2041797995,,,,,,,,persistent_narrowband
rfi_00449,RFI,dataset/fits/rfi/rfi_00449.fits,44550528,,,,,,,,satellite_like_inband
rfi_00450,RFI,dataset/fits/rfi/rfi_00450.fits,2146565413,,,,,,,,wifi_multiband
rfi_00451,RFI,dataset/fits/rfi/rfi_00451.fits,1642310409,,,,,,,,point_to_point_microwave
rfi_00452,RFI,dataset/fits/rfi/rfi_00452.fits,1443713707,,,,,,,,satellite_like_inband
rfi_00453,RFI,dataset/fits/rfi/rfi_00453.fits,1763988692,,,,,,,,impulsive_broadband
rfi_00454,RFI,dataset/fits/rfi/rfi_00454.fits,578770520,,,,,,,,persistent_narrowband
rfi_00455,RFI,dataset/fits/rfi/rfi_00455.fits,1237480982,,,,,,,,persistent_narrowband
rfi_00456,RFI,dataset/fits/rfi/rfi_00456.fits,86396864,,,,,,,,satellite_like_inband
rfi_00457,RFI,dataset/fits/rfi/rfi_00457.fits,1638764103,,,,,,,,satellite_like_inband
rfi_00458,RFI,dataset/fits/rfi/rfi_00458.fits,1624074951,,,,,,,,impulsive_broadband
rfi_00459,RFI,dataset/fits/rfi/rfi_00459.fits,376219230,,,,,,,,impulsive_broadband
rfi_00460,RFI,dataset/fits/rfi/rfi_00460.fits,1010392822,,,,,,,,persistent_narrowband
rfi_00461,RFI,dataset/fits/rfi/rfi_00461.fits,1114466358,,,,,,,,point_to_point_microwave
rfi_00462,RFI,dataset/fits/rfi/rfi_00462.fits,1399105984,,,,,,,,persistent_narrowband
rfi_00463,RFI,dataset/fits/rfi/rfi_00463.fits,949680401,,,,,,,,wifi_multiband
rfi_00464,RFI,dataset/fits/rfi/rfi_00464.fits,1967251329,,,,,,,,point_to_point_microwave
rfi_00465,RFI,dataset/fits/rfi/rfi_00465.fits,597336701,,,,,,,,persistent_narrowband
rfi_00466,RFI,dataset/fits/rfi/rfi_00466.fits,389744966,,,,,,,,persistent_narrowband
rfi_00467,RFI,dataset/fits/rfi/rfi_00467.fits,2140924111,,,,,,,,point_to_point_microwave
rfi_00468,RFI,dataset/fits/rfi/rfi_00468.fits,1256985793,,,,,,,,persistent_narrowband
rfi_00469,RFI,dataset/fits/rfi/rfi_00469.fits,936055874,,,,,,,,satellite_like_inband
rfi_00470,RFI,dataset/fits/rfi/rfi_00470.fits,1363189795,,,,,,,,point_to_point_microwave
rfi_00471,RFI,dataset/fits/rfi/rfi_00471.fits,1748577711,,,,,,,,point_to_point_microwave
rfi_00472,RFI,dataset/fits/rfi/rfi_00472.fits,1055973120,,,,,,,,wifi_multiband
rfi_00473,RFI,dataset/fits/rfi/rfi_00473.fits,2081030274,,,,,,,,satellite_like_inband
rfi_00474,RFI,dataset/fits/rfi/rfi_00474.fits,195941575,,,,,,,,wifi_multiband
rfi_00475,RFI,dataset/fits/rfi/rfi_00475.fits,1009339643,,,,,,,,satellite_like_inband
rfi_00476,RFI,dataset/fits/rfi/rfi_00476.fits,747240682,,,,,,,,impulsive_broadband
rfi_00477,RFI,dataset/fits/rfi/rfi_00477.fits,876920864,,,,,,,,point_to_point_microwave
rfi_00478,RFI,dataset/fits/rfi/rfi_00478.fits,715774336,,,,,,,,impulsive_broadband
rfi_00479,RFI,dataset/fits/rfi/rfi_00479.fits,689467359,,,,,,,,satellite_like_inband
rfi_00480,RFI,dataset/fits/rfi/rfi_00480.fits,1439100763,,,,,,,,impulsive_broadband
rfi_00481,RFI,dataset/fits/rfi/rfi_00481.fits,224626529,,,,,,,,impulsive_broadband
rfi_00482,RFI,dataset/fits/rfi/rfi_00482.fits,1841967801,,,,,,,,persistent_narrowband
rfi_00483,RFI,dataset/fits/rfi/rfi_00483.fits,345368748,,,,,,,,point_to_point_microwave
rfi_00484,RFI,dataset/fits/rfi/rfi_00484.fits,708247982,,,,,,,,point_to_point_microwave
rfi_00485,RFI,dataset/fits/rfi/rfi_00485.fits,884001104,,,,,,,,wifi_multiband
rfi_00486,RFI,dataset/fits/rfi/rfi_00486.fits,1489652870,,,,,,,,wifi_multiband
rfi_00487,RFI,dataset/fits/rfi/rfi_00487.fits,1064011628,,,,,,,,wifi_multiband
rfi_00488,RFI,dataset/fits/rfi/rfi_00488.fits,618943008,,,,,,,,persistent_narrowband
rfi_00489,RFI,dataset/fits/rfi/rfi_00489.fits,1422887309,,,,,,,,wifi_multiband
rfi_00490,RFI,dataset/fits/rfi/rfi_00490.fits,2029787680,,,,,,,,satellite_like_inband
rfi_00491,RFI,dataset/fits/rfi/rfi_00491.fits,859964658,,,,,,,,satellite_like_inband
rfi_00492,RFI,dataset/fits/rfi/rfi_00492.fits,1747119759,,,,,,,,point_to_point_microwave
rfi_00493,RFI,dataset/fits/rfi/rfi_00493.fits,1633160831,,,,,,,,wifi_multiband
rfi_00494,RFI,dataset/fits/rfi/rfi_00494.fits,1181323481,,,,,,,,impulsive_broadband
rfi_00495,RFI,dataset/fits/rfi/rfi_00495.fits,78806496,,,,,,,,point_to_point_microwave
rfi_00496,RFI,dataset/fits/rfi/rfi_00496.fits,976731209,,,,,,,,satellite_like_inband
rfi_00497,RFI,dataset/fits/rfi/rfi_00497.fits,189106963,,,,,,,,impulsive_broadband
rfi_00498,RFI,dataset/fits/rfi/rfi_00498.fits,675420450,,,,,,,,persistent_narrowband
rfi_00499,RFI,dataset/fits/rfi/rfi_00499.fits,542022402,,,,,,,,wifi_multiband
rfi_00500,RFI,dataset/fits/rfi/rfi_00500.fits,694225169,,,,,,,,point_to_point_microwave
rfi_00501,RFI,dataset/fits/rfi/rfi_00501.fits,248939738,,,,,,,,persistent_narrowband
rfi_00502,RFI,dataset/fits/rfi/rfi_00502.fits,2083455825,,,,,,,,point_to_point_microwave
rfi_00503,RFI,dataset/fits/rfi/rfi_00503.fits,1659034046,,,,,,,,satellite_like_inband
rfi_00504,RFI,dataset/fits/rfi/rfi_00504.fits,867959326,,,,,,,,persistent_narrowband
rfi_00505,RFI,dataset/fits/rfi/rfi_00505.fits,1857381341,,,,,,,,point_to_point_microwave
rfi_00506,RFI,dataset/fits/rfi/rfi_00506.fits,1105087037,,,,,,,,wifi_multiband
rfi_00507,RFI,dataset/fits/rfi/rfi_00507.fits,1771517671,,,,,,,,point_to_point_microwave
rfi_00508,RFI,dataset/fits/rfi/rfi_00508.fits,2121969861,,,,,,,,point_to_point_microwave
rfi_00509,RFI,dataset/fits/rfi/rfi_00509.fits,2471894,,,,,,,,persistent_narrowband
rfi_00510,RFI,dataset/fits/rfi/rfi_00510.fits,1412314918,,,,,,,,wifi_multiband
rfi_00511,RFI,dataset/fits/rfi/rfi_00511.fits,1866952454,,,,,,,,wifi_multiband
rfi_00512,RFI,dataset/fits/rfi/rfi_00512.fits,1165210871,,,,,,,,satellite_like_inband
rfi_00513,RFI,dataset/fits/rfi/rfi_00513.fits,992086655,,,,,,,,persistent_narrowband
rfi_00514,RFI,dataset/fits/rfi/rfi_00514.fits,887442410,,,,,,,,wifi_multiband
rfi_00515,RFI,dataset/fits/rfi/rfi_00515.fits,116402388,,,,,,,,wifi_multiband
rfi_00516,RFI,dataset/fits/rfi/rfi_00516.fits,402830442,,,,,,,,satellite_like_inband
rfi_00517,RFI,dataset/fits/rfi/rfi_00517.fits,1113340126,,,,,,,,persistent_narrowband
rfi_00518,RFI,dataset/fits/rfi/rfi_00518.fits,776915263,,,,,,,,persistent_narrowband
rfi_00519,RFI,dataset/fits/rfi/rfi_00519.fits,1337096055,,,,,,,,point_to_point_microwave
rfi_00520,RFI,dataset/fits/rfi/rfi_00520.fits,1624449310,,,,,,,,persistent_narrowband
rfi_00521,RFI,dataset/fits/rfi/rfi_00521.fits,1070505779,,,,,,,,wifi_multiband
rfi_00522,RFI,dataset/fits/rfi/rfi_00522.fits,1343055050,,,,,,,,impulsive_broadband
rfi_00523,RFI,dataset/fits/rfi/rfi_00523.fits,949275717,,,,,,,,wifi_multiband
rfi_00524,RFI,dataset/fits/rfi/rfi_00524.fits,1632067257,,,,,,,,wifi_multiband
rfi_00525,RFI,dataset/fits/rfi/rfi_00525.fits,110835455,,,,,,,,persistent_narrowband
rfi_00526,RFI,dataset/fits/rfi/rfi_00526.fits,437137995,,,,,,,,impulsive_broadband
rfi_00527,RFI,dataset/fits/rfi/rfi_00527.fits,573498909,,,,,,,,persistent_narrowband
rfi_00528,RFI,dataset/fits/rfi/rfi_00528.fits,1179440203,,,,,,,,impulsive_broadband
rfi_00529,RFI,dataset/fits/rfi/rfi_00529.fits,281348764,,,,,,,,point_to_point_microwave
rfi_00530,RFI,dataset/fits/rfi/rfi_00530.fits,1992162092,,,,,,,,point_to_point_microwave
rfi_00531,RFI,dataset/fits/rfi/rfi_00531.fits,618537888,,,,,,,,impulsive_broadband
rfi_00532,RFI,dataset/fits/rfi/rfi_00532.fits,940847140,,,,,,,,wifi_multiband
rfi_00533,RFI,dataset/fits/rfi/rfi_00533.fits,1891603697,,,,,,,,persistent_narrowband
rfi_00534,RFI,dataset/fits/rfi/rfi_00534.fits,1499480523,,,,,,,,satellite_like_inband
rfi_00535,RFI,dataset/fits/rfi/rfi_00535.fits,1040910663,,,,,,,,point_to_point_microwave
rfi_00536,RFI,dataset/fits/rfi/rfi_00536.fits,260760540,,,,,,,,wifi_multiband
rfi_00537,RFI,dataset/fits/rfi/rfi_00537.fits,61996649,,,,,,,,satellite_like_inband
rfi_00538,RFI,dataset/fits/rfi/rfi_00538.fits,2089816871,,,,,,,,satellite_like_inband
rfi_00539,RFI,dataset/fits/rfi/rfi_00539.fits,1352962530,,,,,,,,satellite_like_inband
rfi_00540,RFI,dataset/fits/rfi/rfi_00540.fits,1307541948,,,,,,,,persistent_narrowband
rfi_00541,RFI,dataset/fits/rfi/rfi_00541.fits,1716513179,,,,,,,,point_to_point_microwave
rfi_00542,RFI,dataset/fits/rfi/rfi_00542.fits,513887391,,,,,,,,point_to_point_microwave
rfi_00543,RFI,dataset/fits/rfi/rfi_00543.fits,1524247014,,,,,,,,impulsive_broadband
rfi_00544,RFI,dataset/fits/rfi/rfi_00544.fits,340114523,,,,,,,,wifi_multiband
rfi_00545,RFI,dataset/fits/rfi/rfi_00545.fits,667330845,,,,,,,,persistent_narrowband
rfi_00546,RFI,dataset/fits/rfi/rfi_00546.fits,1182917776,,,,,,,,impulsive_broadband
rfi_00547,RFI,dataset/fits/rfi/rfi_00547.fits,29365689,,,,,,,,wifi_multiband
rfi_00548,RFI,dataset/fits/rfi/rfi_00548.fits,1185950876,,,,,,,,impulsive_broadband
rfi_00549,RFI,dataset/fits/rfi/rfi_00549.fits,876153341,,,,,,,,satellite_like_inband
rfi_00550,RFI,dataset/fits/rfi/rfi_00550.fits,200165248,,,,,,,,satellite_like_inband
rfi_00551,RFI,dataset/fits/rfi/rfi_00551.fits,482540978,,,,,,,,wifi_multiband
rfi_00552,RFI,dataset/fits/rfi/rfi_00552.fits,2130855981,,,,,,,,impulsive_broadband
rfi_00553,RFI,dataset/fits/rfi/rfi_00553.fits,1806904942,,,,,,,,persistent_narrowband
rfi_00554,RFI,dataset/fits/rfi/rfi_00554.fits,1960501992,,,,,,,,persistent_narrowband
rfi_00555,RFI,dataset/fits/rfi/rfi_00555.fits,243655903,,,,,,,,persistent_narrowband
rfi_00556,RFI,dataset/fits/rfi/rfi_00556.fits,990951799,,,,,,,,impulsive_broadband
rfi_00557,RFI,dataset/fits/rfi/rfi_00557.fits,2033797468,,,,,,,,wifi_multiband
rfi_00558,RFI,dataset/fits/rfi/rfi_00558.fits,252256626,,,,,,,,persistent_narrowband
rfi_00559,RFI,dataset/fits/rfi/rfi_00559.fits,1390945962,,,,,,,,persistent_narrowband
rfi_00560,RFI,dataset/fits/rfi/rfi_00560.fits,1787013869,,,,,,,,satellite_like_inband
rfi_00561,RFI,dataset/fits/rfi/rfi_00561.fits,330650472,,,,,,,,persistent_narrowband
rfi_00562,RFI,dataset/fits/rfi/rfi_00562.fits,1070253247,,,,,,,,satellite_like_inband
rfi_00563,RFI,dataset/fits/rfi/rfi_00563.fits,2002857199,,,,,,,,point_to_point_microwave
rfi_00564,RFI,dataset/fits/rfi/rfi_00564.fits,1538893926,,,,,,,,point_to_point_microwave
rfi_00565,RFI,dataset/fits/rfi/rfi_00565.fits,626767928,,,,,,,,point_to_point_microwave
rfi_00566,RFI,dataset/fits/rfi/rfi_00566.fits,1092794331,,,,,,,,wifi_multiband
rfi_00567,RFI,dataset/fits/rfi/rfi_00567.fits,1514859944,,,,,,,,point_to_point_microwave
rfi_00568,RFI,dataset/fits/rfi/rfi_00568.fits,587175490,,,,,,,,persistent_narrowband
rfi_00569,RFI,dataset/fits/rfi/rfi_00569.fits,892258710,,,,,,,,wifi_multiband
rfi_00570,RFI,dataset/fits/rfi/rfi_00570.fits,1792556017,,,,,,,,impulsive_broadband
rfi_00571,RFI,dataset/fits/rfi/rfi_00571.fits,1036159950,,,,,,,,persistent_narrowband
rfi_00572,RFI,dataset/fits/rfi/rfi_00572.fits,2105059321,,,,,,,,point_to_point_microwave
rfi_00573,RFI,dataset/fits/rfi/rfi_00573.fits,1014084262,,,,,,,,persistent_narrowband
rfi_00574,RFI,dataset/fits/rfi/rfi_00574.fits,523408130,,,,,,,,impulsive_broadband
rfi_00575,RFI,dataset/fits/rfi/rfi_00575.fits,980941475,,,,,,,,satellite_like_inband
rfi_00576,RFI,dataset/fits/rfi/rfi_00576.fits,1183832737,,,,,,,,point_to_point_microwave
rfi_00577,RFI,dataset/fits/rfi/rfi_00577.fits,310616257,,,,,,,,wifi_multiband
rfi_00578,RFI,dataset/fits/rfi/rfi_00578.fits,823744702,,,,,,,,satellite_like_inband
rfi_00579,RFI,dataset/fits/rfi/rfi_00579.fits,409332651,,,,,,,,persistent_narrowband
rfi_00580,RFI,dataset/fits/rfi/rfi_00580.fits,1979696779,,,,,,,,point_to_point_microwave
rfi_00581,RFI,dataset/fits/rfi/rfi_00581.fits,1287153585,,,,,,,,impulsive_broadband
rfi_00582,RFI,dataset/fits/rfi/rfi_00582.fits,1091439004,,,,,,,,persistent_narrowband
rfi_00583,RFI,dataset/fits/rfi/rfi_00583.fits,1602651039,,,,,,,,satellite_like_inband
rfi_00584,RFI,dataset/fits/rfi/rfi_00584.fits,1888338759,,,,,,,,wifi_multiband
rfi_00585,RFI,dataset/fits/rfi/rfi_00585.fits,293149434,,,,,,,,impulsive_broadband
rfi_00586,RFI,dataset/fits/rfi/rfi_00586.fits,1855483717,,,,,,,,satellite_like_inband
rfi_00587,RFI,dataset/fits/rfi/rfi_00587.fits,149916012,,,,,,,,impulsive_broadband
rfi_00588,RFI,dataset/fits/rfi/rfi_00588.fits,593236781,,,,,,,,impulsive_broadband
rfi_00589,RFI,dataset/fits/rfi/rfi_00589.fits,1659307215,,,,,,,,point_to_point_microwave
rfi_00590,RFI,dataset/fits/rfi/rfi_00590.fits,1696525357,,,,,,,,impulsive_broadband
rfi_00591,RFI,dataset/fits/rfi/rfi_00591.fits,1834836615,,,,,,,,point_to_point_microwave
rfi_00592,RFI,dataset/fits/rfi/rfi_00592.fits,891082068,,,,,,,,impulsive_broadband
rfi_00593,RFI,dataset/fits/rfi/rfi_00593.fits,729876517,,,,,,,,satellite_like_inband
rfi_00594,RFI,dataset/fits/rfi/rfi_00594.fits,2006283146,,,,,,,,wifi_multiband
rfi_00595,RFI,dataset/fits/rfi/rfi_00595.fits,1691610256,,,,,,,,persistent_narrowband
rfi_00596,RFI,dataset/fits/rfi/rfi_00596.fits,1090358362,,,,,,,,satellite_like_inband
rfi_00597,RFI,dataset/fits/rfi/rfi_00597.fits,573748918,,,,,,,,wifi_multiband
rfi_00598,RFI,dataset/fits/rfi/rfi_00598.fits,1762116585,,,,,,,,persistent_narrowband
rfi_00599,RFI,dataset/fits/rfi/rfi_00599.fits,5508853,,,,,,,,impulsive_broadband
rfi_00600,RFI,dataset/fits/rfi/rfi_00600.fits,607392093,,,,,,,,wifi_multiband
rfi_00601,RFI,dataset/fits/rfi/rfi_00601.fits,1559182622,,,,,,,,wifi_multiband
rfi_00602,RFI,dataset/fits/rfi/rfi_00602.fits,641143808,,,,,,,,impulsive_broadband
rfi_00603,RFI,dataset/fits/rfi/rfi_00603.fits,1798465843,,,,,,,,point_to_point_microwave
rfi_00604,RFI,dataset/fits/rfi/rfi_00604.fits,1260439159,,,,,,,,impulsive_broadband
rfi_00605,RFI,dataset/fits/rfi/rfi_00605.fits,1245375973,,,,,,,,impulsive_broadband
rfi_00606,RFI,dataset/fits/rfi/rfi_00606.fits,2145126423,,,,,,,,persistent_narrowband
rfi_00607,RFI,dataset/fits/rfi/rfi_00607.fits,1417211977,,,,,,,,satellite_like_inband
rfi_00608,RFI,dataset/fits/rfi/rfi_00608.fits,1051494628,,,,,,,,satellite_like_inband
rfi_00609,RFI,dataset/fits/rfi/rfi_00609.fits,1858132987,,,,,,,,persistent_narrowband
rfi_00610,RFI,dataset/fits/rfi/rfi_00610.fits,319106226,,,,,,,,impulsive_broadband
rfi_00611,RFI,dataset/fits/rfi/rfi_00611.fits,958953229,,,,,,,,wifi_multiband
rfi_00612,RFI,dataset/fits/rfi/rfi_00612.fits,1156592986,,,,,,,,wifi_multiband
rfi_00613,RFI,dataset/fits/rfi/rfi_00613.fits,1040115210,,,,,,,,impulsive_broadband
rfi_00614,RFI,dataset/fits/rfi/rfi_00614.fits,741148030,,,,,,,,persistent_narrowband
rfi_00615,RFI,dataset/fits/rfi/rfi_00615.fits,713909366,,,,,,,,satellite_like_inband
rfi_00616,RFI,dataset/fits/rfi/rfi_00616.fits,1185233629,,,,,,,,satellite_like_inband
rfi_00617,RFI,dataset/fits/rfi/rfi_00617.fits,1638256606,,,,,,,,point_to_point_microwave
rfi_00618,RFI,dataset/fits/rfi/rfi_00618.fits,1167007183,,,,,,,,satellite_like_inband
rfi_00619,RFI,dataset/fits/rfi/rfi_00619.fits,810052428,,,,,,,,persistent_narrowband
rfi_00620,RFI,dataset/fits/rfi/rfi_00620.fits,977845115,,,,,,,,point_to_point_microwave
rfi_00621,RFI,dataset/fits/rfi/rfi_00621.fits,2003284970,,,,,,,,wifi_multiband
rfi_00622,RFI,dataset/fits/rfi/rfi_00622.fits,691011600,,,,,,,,satellite_like_inband
rfi_00623,RFI,dataset/fits/rfi/rfi_00623.fits,1867455404,,,,,,,,impulsive_broadband
rfi_00624,RFI,dataset/fits/rfi/rfi_00624.fits,405127881,,,,,,,,wifi_multiband
rfi_00625,RFI,dataset/fits/rfi/rfi_00625.fits,2106197474,,,,,,,,persistent_narrowband
rfi_00626,RFI,dataset/fits/rfi/rfi_00626.fits,1497866480,,,,,,,,point_to_point_microwave
rfi_00627,RFI,dataset/fits/rfi/rfi_00627.fits,512831001,,,,,,,,wifi_multiband
rfi_00628,RFI,dataset/fits/rfi/rfi_00628.fits,1227926095,,,,,,,,persistent_narrowband
rfi_00629,RFI,dataset/fits/rfi/rfi_00629.fits,822423639,,,,,,,,satellite_like_inband
rfi_00630,RFI,dataset/fits/rfi/rfi_00630.fits,501571523,,,,,,,,wifi_multiband
rfi_00631,RFI,dataset/fits/rfi/rfi_00631.fits,1838273863,,,,,,,,satellite_like_inband
rfi_00632,RFI,dataset/fits/rfi/rfi_00632.fits,1665469080,,,,,,,,point_to_point_microwave
rfi_00633,RFI,dataset/fits/rfi/rfi_00633.fits,882132810,,,,,,,,satellite_like_inband
rfi_00634,RFI,dataset/fits/rfi/rfi_00634.fits,93731862,,,,,,,,point_to_point_microwave
rfi_00635,RFI,dataset/fits/rfi/rfi_00635.fits,683278461,,,,,,,,wifi_multiband
rfi_00636,RFI,dataset/fits/rfi/rfi_00636.fits,1599242137,,,,,,,,satellite_like_inband
rfi_00637,RFI,dataset/fits/rfi/rfi_00637.fits,1015708757,,,,,,,,impulsive_broadband
rfi_00638,RFI,dataset/fits/rfi/rfi_00638.fits,1514465337,,,,,,,,persistent_narrowband
rfi_00639,RFI,dataset/fits/rfi/rfi_00639.fits,1961576338,,,,,,,,persistent_narrowband
rfi_00640,RFI,dataset/fits/rfi/rfi_00640.fits,1742487352,,,,,,,,persistent_narrowband
rfi_00641,RFI,dataset/fits/rfi/rfi_00641.fits,818687659,,,,,,,,point_to_point_microwave
rfi_00642,RFI,dataset/fits/rfi/rfi_00642.fits,829097802,,,,,,,,persistent_narrowband
rfi_00643,RFI,dataset/fits/rfi/rfi_00643.fits,2122602903,,,,,,,,point_to_point_microwave
rfi_00644,RFI,dataset/fits/rfi/rfi_00644.fits,1425260907,,,,,,,,point_to_point_microwave
rfi_00645,RFI,dataset/fits/rfi/rfi_00645.fits,1701652417,,,,,,,,persistent_narrowband
rfi_00646,RFI,dataset/fits/rfi/rfi_00646.fits,1762541949,,,,,,,,impulsive_broadband
rfi_00647,RFI,dataset/fits/rfi/rfi_00647.fits,1400200144,,,,,,,,persistent_narrowband
rfi_00648,RFI,dataset/fits/rfi/rfi_00648.fits,2106290926,,,,,,,,wifi_multiband
rfi_00649,RFI,dataset/fits/rfi/rfi_00649.fits,326643688,,,,,,,,point_to_point_microwave
rfi_00650,RFI,dataset/fits/rfi/rfi_00650.fits,1063710168,,,,,,,,satellite_like_inband
rfi_00651,RFI,dataset/fits/rfi/rfi_00651.fits,2071944712,,,,,,,,satellite_like_inband
rfi_00652,RFI,dataset/fits/rfi/rfi_00652.fits,79499017,,,,,,,,point_to_point_microwave
rfi_00653,RFI,dataset/fits/rfi/rfi_00653.fits,271111800,,,,,,,,satellite_like_inband
rfi_00654,RFI,dataset/fits/rfi/rfi_00654.fits,1078662029,,,,,,,,wifi_multiband
rfi_00655,RFI,dataset/fits/rfi/rfi_00655.fits,2073081054,,,,,,,,point_to_point_microwave
rfi_00656,RFI,dataset/fits/rfi/rfi_00656.fits,1267402824,,,,,,,,impulsive_broadband
rfi_00657,RFI,dataset/fits/rfi/rfi_00657.fits,712953194,,,,,,,,impulsive_broadband
rfi_00658,RFI,dataset/fits/rfi/rfi_00658.fits,1867667212,,,,,,,,wifi_multiband
rfi_00659,RFI,dataset/fits/rfi/rfi_00659.fits,215531329,,,,,,,,impulsive_broadband
rfi_00660,RFI,dataset/fits/rfi/rfi_00660.fits,1877309532,,,,,,,,point_to_point_microwave
rfi_00661,RFI,dataset/fits/rfi/rfi_00661.fits,1814708345,,,,,,,,wifi_multiband
rfi_00662,RFI,dataset/fits/rfi/rfi_00662.fits,945550389,,,,,,,,point_to_point_microwave
rfi_00663,RFI,dataset/fits/rfi/rfi_00663.fits,214129242,,,,,,,,persistent_narrowband
rfi_00664,RFI,dataset/fits/rfi/rfi_00664.fits,1129471347,,,,,,,,persistent_narrowband
rfi_00665,RFI,dataset/fits/rfi/rfi_00665.fits,1955158624,,,,,,,,point_to_point_microwave
rfi_00666,RFI,dataset/fits/rfi/rfi_00666.fits,981245580,,,,,,,,wifi_multiband
rfi_00667,RFI,dataset/fits/rfi/rfi_00667.fits,32958717,,,,,,,,impulsive_broadband
rfi_00668,RFI,dataset/fits/rfi/rfi_00668.fits,1551436306,,,,,,,,persistent_narrowband
rfi_00669,RFI,dataset/fits/rfi/rfi_00669.fits,309571400,,,,,,,,persistent_narrowband
rfi_00670,RFI,dataset/fits/rfi/rfi_00670.fits,880422376,,,,,,,,point_to_point_microwave
