sample_id,true_label,source_true_label,vlm_predicted_label,external_predicted_label,vlm_correct,external_correct,vlm_confidence,external_confidence,vlm_frb_probability,external_frb_probability,external_n_candidates,external_aggregation,vlm_features,vlm_error,external_error,agreement
sample_000968,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_000969,FRB,FRB,NON_FRB,FRB,False,True,0.95,0.9999998807907104,0.15,0.9999998807907104,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_000977,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000982,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000985,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000992,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000997,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001002,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.927507221698761,0.1,0.927507221698761,7,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001008,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9150672554969788,0.1,0.9150672554969788,5,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001016,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7360764145851135,0.15,0.7360764145851135,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001017,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7262543439865112,0.15,0.7262543439865112,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001022,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.5596553683280945,0.1,0.5596553683280945,1,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001024,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.987767219543457,0.15,0.987767219543457,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001025,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9695994853973389,0.1,0.9695994853973389,3,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001027,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8965469598770142,0.1,0.8965469598770142,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001032,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7598565816879272,0.1,0.7598565816879272,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001034,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8957847952842712,0.1,0.8957847952842712,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001035,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7579323053359985,0.15,0.7579323053359985,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":true,""persistent_bands"":false,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001043,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7517554759979248,0.1,0.7517554759979248,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001050,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.5769966840744019,0.15,0.5769966840744019,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001057,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.5977194905281067,0.1,0.5977194905281067,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001058,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.6358623504638672,0.15,0.6358623504638672,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001064,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.6333479881286621,0.1,0.6333479881286621,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001070,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9490669369697571,0.1,0.9490669369697571,3,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001074,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7598363161087036,0.1,0.7598363161087036,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001088,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8018252849578857,0.1,0.8018252849578857,6,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001089,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7301068305969238,0.15,0.7301068305969238,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":true,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001091,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.901145339012146,0.1,0.901145339012146,4,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001093,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9530993700027466,0.1,0.9530993700027466,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001101,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8030489683151245,0.1,0.8030489683151245,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001102,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7662484049797058,0.1,0.7662484049797058,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001105,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8322340250015259,0.1,0.8322340250015259,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001109,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8325262665748596,0.1,0.8325262665748596,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001114,NON_FRB,RFI,NON_FRB,FRB,True,False,1.0,0.5189630389213562,0.05,0.5189630389213562,9,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001119,NON_FRB,RFI,NON_FRB,FRB,True,False,1.0,0.6676766872406006,0.05,0.6676766872406006,24,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001146,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.5978496074676514,0.15,0.5978496074676514,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001149,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8213260769844055,0.05,0.8213260769844055,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001151,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9407631158828735,0.1,0.9407631158828735,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001157,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8216463327407837,0.1,0.8216463327407837,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001158,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.966281533241272,0.1,0.966281533241272,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":true,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001159,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8882623910903931,0.1,0.8882623910903931,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001165,NON_FRB,RFI,NON_FRB,FRB,True,False,0.9,0.8998135328292847,0.15,0.8998135328292847,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001167,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.5593271255493164,0.15,0.5593271255493164,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001169,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7365269660949707,0.15,0.7365269660949707,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":true,""persistent_bands"":false,""random_background_texture"":false,""repeating_pattern"":true,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001170,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9703251123428345,0.1,0.9703251123428345,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001185,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9125868678092957,0.1,0.9125868678092957,5,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001187,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8468623161315918,0.1,0.8468623161315918,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001188,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9860104322433472,0.1,0.9860104322433472,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001201,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9633121490478516,0.15,0.9633121490478516,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001202,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9727957248687744,0.1,0.9727957248687744,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001204,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.5034645795822144,0.15,0.5034645795822144,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001207,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8071290254592896,0.1,0.8071290254592896,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001213,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.5019944310188293,0.1,0.5019944310188293,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001223,NON_FRB,RFI,FRB,NON_FRB,False,True,0.9,0.4631703495979309,0.85,0.4631703495979309,1,max,"{""broadband"":true,""frequency_dependent_delay"":true,""localized_transient"":true,""persistent_bands"":false,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001226,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.736739456653595,0.1,0.736739456653595,6,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001233,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8460505604743958,0.1,0.8460505604743958,3,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001237,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.5452548265457153,0.1,0.5452548265457153,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001239,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9128155708312988,0.1,0.9128155708312988,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001241,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.6884418725967407,0.1,0.6884418725967407,4,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001244,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8043665289878845,0.1,0.8043665289878845,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001246,NON_FRB,RFI,NON_FRB,FRB,True,False,0.9,0.8649245500564575,0.15,0.8649245500564575,4,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":true,""persistent_bands"":false,""random_background_texture"":false,""repeating_pattern"":true,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001250,NON_FRB,RFI,NON_FRB,FRB,True,False,0.9,0.9081450700759888,0.15,0.9081450700759888,6,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":true,""persistent_bands"":false,""random_background_texture"":false,""repeating_pattern"":true,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001254,NON_FRB,RFI,NON_FRB,FRB,True,False,1.0,0.8872696757316589,0.05,0.8872696757316589,1,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001259,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.5921566486358643,0.15,0.5921566486358643,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001262,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9473307132720947,0.1,0.9473307132720947,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001267,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9753598570823669,0.15,0.9753598570823669,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001272,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9325361847877502,0.1,0.9325361847877502,4,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001276,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8650288581848145,0.15,0.8650288581848145,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001282,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8363991379737854,0.1,0.8363991379737854,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001285,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.5574014782905579,0.05,0.5574014782905579,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001293,NON_FRB,RFI,FRB,NON_FRB,False,True,0.95,0.39922961592674255,0.9,0.39922961592674255,1,max,"{""broadband"":true,""frequency_dependent_delay"":true,""localized_transient"":true,""persistent_bands"":false,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001296,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7995249032974243,0.1,0.7995249032974243,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001299,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.5145890116691589,0.15,0.5145890116691589,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001300,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7034574151039124,0.1,0.7034574151039124,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001305,NON_FRB,RFI,NON_FRB,FRB,True,False,1.0,0.7788451910018921,0.05,0.7788451910018921,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001310,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8572181463241577,0.1,0.8572181463241577,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001311,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8569406867027283,0.15,0.8569406867027283,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001313,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8680725693702698,0.1,0.8680725693702698,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001316,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7570832371711731,0.1,0.7570832371711731,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
