sample_id,true_label,source_true_label,y_true,score_vlm,score_external,vlm_predicted_label,external_predicted_label,external_n_candidates,external_aggregation
sample_000737,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000738,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000739,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000740,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000741,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000742,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000743,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000744,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000745,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000746,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000747,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000748,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000749,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000750,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000751,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000752,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000753,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000754,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000755,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000756,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000757,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000758,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000759,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000760,FRB,FRB,1,0.92,0.9999997615814209,FRB,FRB,2,max
sample_000761,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000762,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000763,FRB,FRB,1,0.88,1.0,FRB,FRB,2,max
sample_000764,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000765,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000766,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000767,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000768,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000769,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000770,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000771,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000772,FRB,FRB,1,0.85,0.9999997615814209,FRB,FRB,2,max
sample_000773,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000774,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000775,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000776,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000777,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000778,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000779,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000780,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000781,FRB,FRB,1,0.85,0.9999995231628418,FRB,FRB,2,max
sample_000782,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000783,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000784,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000785,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000786,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000787,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000788,FRB,FRB,1,0.9,0.9999997615814209,FRB,FRB,2,max
sample_000789,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000790,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000791,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000792,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000793,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000794,FRB,FRB,1,0.85,1.0,FRB,FRB,1,max
sample_000795,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000796,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000797,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000798,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000799,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000800,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000801,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000802,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000803,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000804,FRB,FRB,1,0.85,0.9999996423721313,FRB,FRB,2,max
sample_000805,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000806,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000807,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000808,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000809,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000810,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000811,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000812,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000813,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000814,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000815,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000816,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000817,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000818,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000819,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000820,FRB,FRB,1,0.1,1.0,NON_FRB,FRB,2,max
sample_000821,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000822,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000823,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000824,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000825,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000826,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000827,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000828,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000829,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000830,FRB,FRB,1,0.85,0.9999996423721313,FRB,FRB,2,max
sample_000831,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000832,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000833,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000834,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000835,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000836,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000837,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000838,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000839,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000840,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000841,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000842,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000843,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000844,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000845,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000846,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000847,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000848,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000849,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000850,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000851,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000852,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000853,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000854,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000855,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000856,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000857,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000858,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000859,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000860,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000861,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000862,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000863,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000864,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000865,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000866,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000867,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000868,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000869,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000870,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000871,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000872,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000873,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000874,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000875,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000876,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000877,FRB,FRB,1,0.85,0.9999996423721313,FRB,FRB,2,max
sample_000878,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000879,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000880,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000881,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000882,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000883,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000884,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000885,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000886,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000887,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000888,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000889,FRB,FRB,1,0.85,0.9999992847442627,FRB,FRB,2,max
sample_000890,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000891,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000892,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000893,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000894,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000895,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000896,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000897,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000898,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000899,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000900,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000901,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000902,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000903,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000904,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000905,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000906,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000907,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000908,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000909,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000910,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000911,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000912,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000913,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000914,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000915,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000916,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000917,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000918,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000919,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000920,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000921,FRB,FRB,1,0.9,0.9999996423721313,FRB,FRB,2,max
sample_000922,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000923,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000924,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000925,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000926,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000927,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000928,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000929,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000930,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000931,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000932,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000933,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,1,max
sample_000934,FRB,FRB,1,0.9,0.9999997615814209,FRB,FRB,2,max
sample_000935,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000936,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000937,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000938,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000939,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000940,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000941,FRB,FRB,1,0.9,0.9999997615814209,FRB,FRB,2,max
sample_000942,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000943,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000944,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000945,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000946,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000947,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000948,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000949,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000950,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000951,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000952,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000953,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000954,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000955,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000956,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000957,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000958,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000959,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000960,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000961,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000962,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000963,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000964,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000965,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000966,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000967,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000968,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000969,FRB,FRB,1,0.15,0.9999998807907104,NON_FRB,FRB,2,max
sample_000970,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000971,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000972,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000973,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000974,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000975,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000976,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000977,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000978,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000979,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000980,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000981,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000982,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000983,FRB,FRB,1,0.85,0.9999995231628418,FRB,FRB,2,max
sample_000984,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000985,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000986,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000987,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000988,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000989,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000990,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000991,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000992,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000993,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000994,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000995,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000996,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000997,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000998,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000999,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_001000,NON_FRB,RFI,0,0.1,0.35666412115097046,NON_FRB,NON_FRB,1,max
sample_001001,NON_FRB,RFI,0,0.15,0.06750354915857315,NON_FRB,NON_FRB,1,max
sample_001002,NON_FRB,RFI,0,0.1,0.927507221698761,NON_FRB,FRB,7,max
sample_001003,NON_FRB,RFI,0,0.15,0.06762523204088211,NON_FRB,NON_FRB,1,max
sample_001004,NON_FRB,RFI,0,0.1,0.245793879032135,NON_FRB,NON_FRB,1,max
sample_001005,NON_FRB,RFI,0,0.15,0.14672784507274628,NON_FRB,NON_FRB,1,max
sample_001006,NON_FRB,RFI,0,0.15,0.0903054028749466,NON_FRB,NON_FRB,1,max
sample_001007,NON_FRB,RFI,0,0.05,0.12280941754579544,NON_FRB,NON_FRB,1,max
sample_001008,NON_FRB,RFI,0,0.1,0.9150672554969788,NON_FRB,FRB,5,max
sample_001009,NON_FRB,RFI,0,0.05,0.19463369250297546,NON_FRB,NON_FRB,1,max
sample_001010,NON_FRB,RFI,0,0.15,0.06310912221670151,NON_FRB,NON_FRB,1,max
sample_001011,NON_FRB,RFI,0,0.1,0.10674647986888885,NON_FRB,NON_FRB,1,max
sample_001012,NON_FRB,RFI,0,0.1,0.10924828052520752,NON_FRB,NON_FRB,1,max
sample_001013,NON_FRB,RFI,0,0.15,0.048833996057510376,NON_FRB,NON_FRB,1,max
sample_001014,NON_FRB,RFI,0,0.15,0.11087335646152496,NON_FRB,NON_FRB,1,max
sample_001015,NON_FRB,RFI,0,0.1,0.1265973150730133,NON_FRB,NON_FRB,1,max
sample_001016,NON_FRB,RFI,0,0.15,0.7360764145851135,NON_FRB,FRB,2,max
sample_001017,NON_FRB,RFI,0,0.15,0.7262543439865112,NON_FRB,FRB,1,max
sample_001018,NON_FRB,RFI,0,0.1,0.07309911400079727,NON_FRB,NON_FRB,1,max
sample_001019,NON_FRB,RFI,0,0.05,0.07219204306602478,NON_FRB,NON_FRB,1,max
sample_001020,NON_FRB,RFI,0,0.15,0.06991585344076157,NON_FRB,NON_FRB,1,max
sample_001021,NON_FRB,RFI,0,0.1,0.23731154203414917,NON_FRB,NON_FRB,1,max
sample_001022,NON_FRB,RFI,0,0.1,0.5596553683280945,NON_FRB,FRB,1,max
sample_001023,NON_FRB,RFI,0,0.15,0.10195092856884003,NON_FRB,NON_FRB,1,max
sample_001024,NON_FRB,RFI,0,0.15,0.987767219543457,NON_FRB,FRB,2,max
sample_001025,NON_FRB,RFI,0,0.1,0.9695994853973389,NON_FRB,FRB,3,max
sample_001026,NON_FRB,RFI,0,0.15,0.05030420050024986,NON_FRB,NON_FRB,1,max
sample_001027,NON_FRB,RFI,0,0.1,0.8965469598770142,NON_FRB,FRB,2,max
sample_001028,NON_FRB,RFI,0,0.15,0.0366789810359478,NON_FRB,NON_FRB,1,max
sample_001029,NON_FRB,RFI,0,0.15,0.08173913508653641,NON_FRB,NON_FRB,1,max
sample_001030,NON_FRB,RFI,0,0.1,0.06725803017616272,NON_FRB,NON_FRB,1,max
sample_001031,NON_FRB,RFI,0,0.05,0.24943672120571136,NON_FRB,NON_FRB,1,max
sample_001032,NON_FRB,RFI,0,0.1,0.7598565816879272,NON_FRB,FRB,2,max
sample_001033,NON_FRB,RFI,0,0.15,0.03518398851156235,NON_FRB,NON_FRB,1,max
sample_001034,NON_FRB,RFI,0,0.1,0.8957847952842712,NON_FRB,FRB,2,max
sample_001035,NON_FRB,RFI,0,0.15,0.7579323053359985,NON_FRB,FRB,2,max
sample_001036,NON_FRB,RFI,0,0.1,0.15445886552333832,NON_FRB,NON_FRB,1,max
sample_001037,NON_FRB,RFI,0,0.15,0.12243366241455078,NON_FRB,NON_FRB,1,max
sample_001038,NON_FRB,RFI,0,0.1,0.07844677567481995,NON_FRB,NON_FRB,1,max
sample_001039,NON_FRB,RFI,0,0.15,0.17695528268814087,NON_FRB,NON_FRB,1,max
sample_001040,NON_FRB,RFI,0,0.15,0.0811571478843689,NON_FRB,NON_FRB,1,max
sample_001041,NON_FRB,RFI,0,0.15,0.08098283410072327,NON_FRB,NON_FRB,1,max
sample_001042,NON_FRB,RFI,0,0.1,0.06545356661081314,NON_FRB,NON_FRB,1,max
sample_001043,NON_FRB,RFI,0,0.1,0.7517554759979248,NON_FRB,FRB,2,max
sample_001044,NON_FRB,RFI,0,0.1,0.17568980157375336,NON_FRB,NON_FRB,1,max
sample_001045,NON_FRB,RFI,0,0.1,0.1757592111825943,NON_FRB,NON_FRB,1,max
sample_001046,NON_FRB,RFI,0,0.85,0.9665274620056152,FRB,FRB,14,max
sample_001047,NON_FRB,RFI,0,0.15,0.036680854856967926,NON_FRB,NON_FRB,1,max
sample_001048,NON_FRB,RFI,0,0.1,0.08395731449127197,NON_FRB,NON_FRB,1,max
sample_001049,NON_FRB,RFI,0,0.15,0.08409980684518814,NON_FRB,NON_FRB,1,max
sample_001050,NON_FRB,RFI,0,0.15,0.5769966840744019,NON_FRB,FRB,1,max
sample_001051,NON_FRB,RFI,0,0.15,0.3515443205833435,NON_FRB,NON_FRB,1,max
sample_001052,NON_FRB,RFI,0,0.15,0.06015783175826073,NON_FRB,NON_FRB,1,max
sample_001053,NON_FRB,RFI,0,0.15,0.073573037981987,NON_FRB,NON_FRB,1,max
sample_001054,NON_FRB,RFI,0,0.05,0.036357998847961426,NON_FRB,NON_FRB,1,max
sample_001055,NON_FRB,RFI,0,0.1,0.2267177551984787,NON_FRB,NON_FRB,1,max
sample_001056,NON_FRB,RFI,0,0.1,0.13924045860767365,NON_FRB,NON_FRB,1,max
sample_001057,NON_FRB,RFI,0,0.1,0.5977194905281067,NON_FRB,FRB,1,max
sample_001058,NON_FRB,RFI,0,0.15,0.6358623504638672,NON_FRB,FRB,2,max
sample_001059,NON_FRB,RFI,0,0.15,0.14148259162902832,NON_FRB,NON_FRB,1,max
sample_001060,NON_FRB,RFI,0,0.05,0.3059099614620209,NON_FRB,NON_FRB,1,max
sample_001061,NON_FRB,RFI,0,0.05,0.4952652156352997,NON_FRB,NON_FRB,1,max
sample_001062,NON_FRB,RFI,0,0.15,0.022418230772018433,NON_FRB,NON_FRB,1,max
sample_001063,NON_FRB,RFI,0,0.15,0.054633017629384995,NON_FRB,NON_FRB,1,max
sample_001064,NON_FRB,RFI,0,0.1,0.6333479881286621,NON_FRB,FRB,2,max
sample_001065,NON_FRB,RFI,0,0.1,0.10766889154911041,NON_FRB,NON_FRB,1,max
sample_001066,NON_FRB,RFI,0,0.15,0.0493038110435009,NON_FRB,NON_FRB,1,max
sample_001067,NON_FRB,RFI,0,0.15,0.4790806770324707,NON_FRB,NON_FRB,1,max
sample_001068,NON_FRB,RFI,0,0.15,0.17303119599819183,NON_FRB,NON_FRB,1,max
sample_001069,NON_FRB,RFI,0,0.1,0.2929140031337738,NON_FRB,NON_FRB,1,max
sample_001070,NON_FRB,RFI,0,0.1,0.9490669369697571,NON_FRB,FRB,3,max
sample_001071,NON_FRB,RFI,0,0.15,0.14422953128814697,NON_FRB,NON_FRB,1,max
sample_001072,NON_FRB,RFI,0,0.15,0.16604316234588623,NON_FRB,NON_FRB,1,max
sample_001073,NON_FRB,RFI,0,0.15,0.45887598395347595,NON_FRB,NON_FRB,1,max
sample_001074,NON_FRB,RFI,0,0.1,0.7598363161087036,NON_FRB,FRB,2,max
sample_001075,NON_FRB,RFI,0,0.15,0.1294233500957489,NON_FRB,NON_FRB,1,max
sample_001076,NON_FRB,RFI,0,0.05,0.4054286479949951,NON_FRB,NON_FRB,1,max
sample_001077,NON_FRB,RFI,0,0.15,0.021003825590014458,NON_FRB,NON_FRB,1,max
sample_001078,NON_FRB,RFI,0,0.9,0.5773882269859314,FRB,FRB,2,max
sample_001079,NON_FRB,RFI,0,0.85,0.5177965760231018,FRB,FRB,1,max
sample_001080,NON_FRB,RFI,0,0.05,0.03043428249657154,NON_FRB,NON_FRB,1,max
sample_001081,NON_FRB,RFI,0,0.05,0.05663316324353218,NON_FRB,NON_FRB,1,max
sample_001082,NON_FRB,RFI,0,0.9,0.9581537246704102,FRB,FRB,5,max
